domainvalue,cv,val
1,1,0.0218819373168541
2,1,0.010119409870926
3,1,0.0461069316670908
1,2,0.00971953048448088
2,2,0.00995580702425327
3,2,0.0293651795220577
1,3,0.0131096692888162
2,3,0.0135468782784653
3,3,0.0485865276929296
