CV1,CV2,CV3,dom
0.0212449374662615,0.00938954836607918,0.0150381165633886,DOM1
0.00975174168538605,0.0112783502594274,0.0127233458918313,DOM2
0.0478677563466701,0.0287474355967498,0.040558277300695,DOM3
