dom,samp,diff1,diff2,diff3
1,1,-0.7771065635404,-0.637413433355448,1.14771791651356
1,2,1.41027725629237,-0.691560459041455,-8.14333651936749
1,3,-0.939737599536812,2.28402629425625,10.2487197089886
1,4,1.36576052759864,1.24814774950067,41.8751042394038
1,5,4.45360957555641,-0.666865229843324,32.9844171784111
1,6,-0.181225629467974,0.053514514979554,23.5005407731996
1,7,4.23886966862955,3.35487055472498,6.80436081717926
1,8,0.28509200742397,1.15717751596048,-24.9525104114296
1,9,3.36972670595082,1.03187809913385,49.8356290285155
1,10,0.768787232921284,-4.65319554111608,27.969798776885
1,11,-3.44387290513939,-2.81763871914433,-66.3461127584887
1,12,-0.130584810989944,0.600452241492178,21.7443406363559
1,13,-4.54011122411714,-1.80148374701122,-8.33078760967646
1,14,0.986124564234075,5.35036503175496,-13.4321659983798
1,15,2.53046365806549,-4.31479437509211,-7.67995062393766
1,16,6.70299563635518,-3.16651193500445,6.42896510757373
1,17,2.94270262609433,-3.99647680545348,-44.5424485907502
1,18,-4.98640895277899,0.12646708749196,68.3908384520223
1,19,3.98416957275188,0.505721571219226,-5.83116194981039
1,20,0.883912136342502,-3.99638704412217,-12.2646791953111
1,21,-3.17201617213408,4.09548562093084,-14.0840021109857
1,22,1.50521672513526,-2.18165947948819,-14.4305818726998
1,23,7.60711269246158,-0.234515295100493,28.0466346345015
1,24,-1.51228557973698,2.42603305219558,-42.3811325437591
1,25,1.52805737771186,-0.692668548411973,11.3613657832689
1,26,-4.72484207133911,-5.45111828240488,3.28486623921708
1,27,-0.567272580871162,1.76981195228217,-85.0254725043383
1,28,0.184548733029516,1.55095895781335,51.3820725342266
1,29,-0.141469211365489,-3.84505180217167,0.856661132469526
1,30,1.63876909633944,-1.65755329606475,16.1283318581209
1,31,2.97431947686661,0.712351847956199,10.1538242807824
1,32,4.60592989348564,-3.16153256078439,43.8691925017333
1,33,0.00429944766784729,3.21059425836904,41.1145836936485
1,34,4.72360281538687,-2.52827360789689,23.5985520922582
1,35,1.79847643377539,-2.55988901367675,57.89693715566
1,36,1.85485735003252,-0.284816244165427,3.85328624716885
1,37,-2.14863317869759,0.791039789588751,31.2065538048741
1,38,0.3459326561659,-1.06537988449679,1.64251926839233
1,39,-2.28454170838549,1.98536954653235,-3.94734239892205
1,40,3.10251824792985,-0.19924627076125,-33.4885303473079
1,41,-3.11325673624245,-0.0694636312337025,-6.67935557747023
1,42,2.97103094881422,-3.15221998514659,29.1215654316184
1,43,1.13155586336754,-1.43419876944267,-18.0289145321444
1,44,-0.382871952675345,-1.99712374191972,11.8861882104693
1,45,-2.31152569351696,4.09085484051303,25.3909774240014
1,46,5.01795467726996,1.73663569318046,16.1068979721845
1,47,-0.260361501155074,0.753076391801812,28.1889424517499
1,48,3.08386476304509,-0.459997408845027,-0.819249255188879
1,49,-4.10146066709001,-1.7353916849421,15.8628692691991
1,50,1.37073680454674,0.22385315833543,3.28860560592284
1,51,-0.595390301760119,3.55853041009749,5.18491779846499
1,52,1.67169351185694,4.32473951396616,-25.3926641853991
