STRATO	M1	M2	M3	S1	S2	S3	N	DOM1	COST	CENS	SOLUZ
1	870.3538	276.7641	2227.3231	622.6726	145.6169	1774.0274	195	3	1	0	24
2	853.367	288.211	2259.6789	735.4939	165.4331	1830.6935	436	3	1	0	60
3	429.2744	304.7791	2352.4767	239.0893	223.0287	1769.7655	86	3	1	0	16
4	478.0046	301.6	2050.6914	299.9121	171.6196	1704.7071	175	3	1	0	25
5	931.8433	296.6467	2292.3533	691.4304	152.0759	1889.0974	300	3	1	0	38
6	357.3922	321.0196	2154.1569	168.3771	207.7406	1656.1157	51	3	1	0	9
7	810.2393	288.6768	2197.4232	722.7292	154.5753	1769.7898	560	3	1	0	72
8	520.4567	325.1855	2097.1362	293.5477	176.4258	1629.8057	345	3	1	0	51
