domainvalue,cv,val
1,1,0.0208366984695997
2,1,0.0111496065174206
3,1,0.0380916164995818
1,2,0.0101298272141716
2,2,0.0100892316852848
3,2,0.0347992623744083
1,3,0.0133847205935601
2,3,0.0134598758733369
3,3,0.040788316854138
