CV1,CV2,CV3,dom
0.0204223928758633,0.0111166818819473,0.014477068059573,DOM1
0.010374988202869,0.00823133600995513,0.0130335290184794,DOM2
0.039396800893406,0.030239199487743,0.0413512896451202,DOM3
