dom,samp,diff1,diff2,diff3
1,1,1.58388538188473,7.53102441953536,51.1911053368785
1,2,1.48836587073751,2.01745761747003,8.2399222788622
1,3,-0.930283272379711,2.10088784441996,7.15517351254675
1,4,-2.15281007741095,-6.37464218545767,13.3064067370719
1,5,-0.404558340206819,3.61673335353038,-26.9348895513917
1,6,0.22402625826723,1.58157210929494,13.3549023200258
1,7,-6.06419586982594,1.24936401956768,-9.00266379753793
1,8,-1.59848754214119,2.22443330416365,-35.0613233483618
1,9,-1.76105636193444,1.40778350152181,62.1013094772088
1,10,-3.79297905857806,-9.62375564888737,-36.130670702471
1,11,-2.23820172627362,2.97388820929393,19.4092549586157
1,12,-0.413603273310343,3.23914043488236,16.0597335105517
1,13,1.4315390820135,7.56642882050511,50.5208673451666
1,14,-0.799141337079874,0.670680535960742,-2.0474970004193
1,15,-3.86048654757536,0.434018966615213,-23.377607424251
1,16,-2.37820702720779,-1.31138424991138,-0.403839661462371
1,17,3.3253544074328,-3.19874474764055,43.4931186441695
1,18,7.33480556269939,-3.8228737331774,23.4180270430434
1,19,1.89911329829428,4.94249644039104,13.2225176226038
1,20,-1.00018875218424,0.213731450468458,-17.0476995359468
1,21,-1.64581883496538,3.73474212984758,46.9811264213436
1,22,-1.96890208814824,2.02689655818534,-37.8620862363964
1,23,-3.49014525312253,-4.71407682585698,12.4940231960259
1,24,-2.67851510506185,-1.91907784796496,16.3519479608531
1,25,6.17294244444949,0.585566456655499,23.9382413140765
1,26,-2.65804692094076,0.604236532101936,-6.25208658830661
1,27,-2.43612847180739,2.15408777389234,32.7183924265782
1,28,-0.0588551583130936,-3.44791385478294,-10.6316517881855
1,29,1.62485366329136,2.43547386662544,34.6366305936049
1,30,-0.176578964118988,-0.761406446281626,-15.5400885255194
1,31,2.95323994427241,-4.08900092794653,-3.19795324483175
1,32,1.93011694111678,-4.05574508881756,9.25348775145221
1,33,2.96342648865243,-0.726847133517879,3.59750772828374
1,34,-0.447354918960684,2.53957501866142,2.69928409371551
1,35,-3.7731217579144,2.88618519194893,-4.87892511377549
1,36,-0.958644233976599,-2.70291912048287,6.2826400314143
1,37,1.23772088459239,0.792726908649001,-23.6026834707759
1,38,-4.7227376661167,-1.54090297064926,31.3294024390543
1,39,-2.44569010873496,-4.07177248875342,8.19287659528891
1,40,2.02958379712328,-4.50272599466456,25.6912034185302
1,41,5.44577914966956,1.06243104197364,-1.03946649831641
1,42,5.96298807098859,-4.84056373261711,44.9130391402291
1,43,1.50907883151891,3.48581640829775,-57.4218208142761
1,44,1.98056215993114,0.740047067067792,8.78459093879474
1,45,-0.659166973253463,-6.25266168003628,-9.5422240166713
1,46,-2.27716986129008,-1.48669248907811,-16.5689540602234
1,47,5.34855723222464,4.06647782099452,8.66975272902482
1,48,-0.527293909978397,2.69631192858628,21.9388448616819
1,49,-1.53654183103234,-3.08785593095007,23.3943089434292
1,50,-1.19320811028217,-2.9164948737436,14.9836523689332
1,51,1.12943519196338,0.0722393838927928,3.76300726570435
1,52,0.823486045913228,-0.175157218225479,-22.6818180660321
1,53,-4.119978900577,2.97930773563536,-1.8197301598475
1,54,0.939371366584595,3.30981414487849,36.4555958203314
1,55,-2.1858778351899,-2.81618725716106,-58.0648457777506
1,56,0.209296746605133,-3.70882063558508,31.0805316747992
1,57,-0.0949880097994935,-5.27390258748005,26.152770591847
1,58,-5.11532937345734,-5.59508838989609,-21.5985591647832
1,59,3.53827956169823,3.59332736138907,37.3863071209548
1,60,-2.97600100861976,-4.17514187586318,-14.7367226088973
1,61,-3.5496538575951,0.463125162534993,-13.6637868159783
1,62,0.890881618379183,0.825258357384371,15.856407398855
1,63,-3.58943363795106,2.53124289820556,19.6441688580244
1,64,2.36844887033934,1.44701482899455,18.6806972779063
1,65,2.83586958525632,-1.30499851041571,-12.3438243861865
1,66,2.15516492254136,4.51761525861241,-46.6691016920108
1,67,0.820209666342606,-3.3354959766524,37.1652086740037
1,68,-2.4848995860709,-2.0352925692689,-50.5630075221411
1,69,1.93848855318902,3.29071645414132,-14.5907002658323
1,70,-4.62138020400548,-6.75528824304996,-69.6239159251577
1,71,1.49667054889153,-1.19354895157818,8.63152533833045
1,72,-0.629195579735239,-1.16224651441513,16.1297195965326
1,73,-2.93821151382491,0.0260145649169772,-17.8128654817283
1,74,2.55402035715028,-1.46785290584762,-14.8471175851387
1,75,-3.36157967356391,0.863862880628005,15.6720071070354
1,76,-2.5942005895935,-0.142946047275359,1.99378409973724
1,77,-0.909024007484931,4.8474509933032,22.2294557127479
1,78,3.83974224349205,-2.65893717949035,3.6635444788767
1,79,-0.94256690281594,0.947779607353425,12.0182298333079
1,80,-0.543324313173486,-2.95913578991963,-8.82931450554952
1,81,-3.02677840918827,-0.648813798446497,34.3161468764142
