domainvalue,cv,val
1,1,0.021292351699086
2,1,0.0101476984708096
3,1,0.0473025815404178
1,2,0.00987190171859352
2,2,0.0104257869775842
3,2,0.0296244729825803
1,3,0.0153592041377042
2,3,0.013339840452734
3,3,0.0467535823386614
