CV1,CV2,CV3,dom
0.021292351699086,0.00987190171859352,0.0153592041377042,DOM1
0.0101476984708096,0.0104257869775842,0.013339840452734,DOM2
0.0473025815404178,0.0296244729825803,0.0467535823386614,DOM3
