domainvalue,cv,val
1,1,0.0206382780647753
2,1,0.0118660854417017
3,1,0.0431437993117669
1,2,0.0107603614035616
2,2,0.00940745257669148
3,2,0.0319751942363941
1,3,0.0147314500446933
2,3,0.0134356291288482
3,3,0.0468165745161618
